MICS_CO,MICS_NH,MICS_NO,BME_RAW_ADC,BME_REAL_ADC,SCD_CO2,SCD_TEMP,SCD_HUM,MQ5_VOLTAGE_MV,MQ5_GAS_DETECTED,label
55,22,30,201953,251036,453,25,42,809,0,normal
52,23,30,201871,251097,461,26,41,818,0,normal
54,22,31,201842,251070,452,25,41,811,0,normal
52,24,32,201786,250993,448,25,41,811,0,normal
53,24,30,201847,250973,458,25,41,806,0,normal
51,22,30,201815,251023,448,25,42,806,0,normal
50,23,31,201641,251034,450,26,41,813,0,normal
51,24,30,201741,250950,449,25,42,808,0,normal
55,23,30,201623,251055,453,26,39,805,0,K_fire
62,22,32,201800,251422,450,25,39,822,0,K_fire
108,23,31,201447,251342,471,25,41,826,0,K_fire
61,23,32,201871,251236,469,26,41,805,0,K_fire
55,22,32,201568,251279,484,25,39,832,0,K_fire
66,22,31,201696,251502,465,25,41,831,0,K_fire
71,23,30,201627,251667,507,26,41,815,0,K_fire
88,21,32,201946,252467,543,25,39,830,0,K_fire
143,23,32,202023,253061,614,25,39,832,0,K_fire
141,22,31,202217,254024,652,25,40,866,0,K_fire
234,22,31,202562,254455,726,27,41,874,0,K_fire
212,23,32,203034,255725,834,28,41,886,0,K_fire
281,24,33,203409,257161,937,29,40,917,0,K_fire
339,25,32,203534,259254,1069,30,40,915,0,K_fire
373,24,33,203720,260356,1209,30,39,934,0,K_fire
437,23,35,204145,262422,1318,30,39,968,0,K_fire
485,24,35,205000,264106,1446,30,40,976,0,K_fire
598,25,36,205581,266365,1660,31,41,1033,0,K_fire
643,26,34,205706,267960,1768,34,40,1060,0,K_fire
749,26,37,206179,270226,1986,34,41,1072,0,K_fire
776,26,36,206677,272176,2096,35,42,1102,0,K_fire
848,28,37,207316,275260,2339,38,42,1153,0,K_fire
936,28,37,208001,277409,2518,39,41,1180,0,K_fire
1001,28,38,208674,279771,2699,39,42,1211,1,K_fire
1114,29,40,209377,282130,2864,39,42,1248,1,K_fire
1170,30,41,209971,284884,3103,40,42,1284,1,K_fire
1295,30,40,210603,287186,3268,42,42,1302,1,K_fire
1370,31,40,211175,289749,3460,43,42,1366,1,K_fire
1446,31,40,211718,291893,3653,46,43,1366,1,K_fire
1477,32,42,212098,293538,3769,46,41,1384,1,K_fire
1550,31,44,212626,294929,3912,48,41,1437,1,K_fire
1680,33,44,213626,299160,4236,49,43,1484,1,K_fire
1731,32,45,213906,299934,4282,49,42,1517,1,K_fire
1769,32,45,214396,302126,4466,50,41,1529,1,K_fire
1876,33,44,214459,304398,4622,53,43,1560,1,K_fire
2004,34,47,215699,307568,4912,53,43,1606,1,K_fire
2068,33,45,216251,310960,5106,53,41,1642,1,K_fire
2120,34,47,216451,311763,5196,55,43,1681,1,K_fire
2159,35,48,216701,312738,5287,56,44,1671,1,K_fire
2254,34,49,217131,314443,5389,55,44,1680,1,K_fire
2361,36,48,218121,317117,5609,56,43,1726,1,K_fire
2349,37,49,217615,316963,5599,58,42,1746,1,K_fire
2432,36,49,218113,319021,5722,60,44,1747,1,K_fire
2519,36,49,218969,322171,5988,60,44,1814,1,K_fire
2510,35,49,218803,321322,5959,59,43,1796,1,K_fire
2525,36,50,219199,321300,5963,59,42,1778,1,K_fire
2570,37,49,219229,323277,6099,60,43,1811,1,K_fire
2659,37,49,219500,324655,6187,60,42,1834,1,K_fire
2603,36,49,219492,322862,6038,60,43,1799,1,K_fire
2676,37,50,219500,324298,6229,60,42,1832,1,K_fire
68,23,29,201909,251266,487,26,40,836,0,C_fire
55,21,31,201881,251434,492,25,39,824,0,C_fire
55,23,30,201812,251536,457,25,41,811,0,C_fire
83,23,31,201815,251462,452,25,39,819,0,C_fire
55,22,31,201779,251301,491,26,41,826,0,C_fire
100,23,30,201698,251423,489,25,40,805,0,C_fire
66,23,29,201970,252006,493,25,39,812,0,C_fire
121,23,31,201971,252358,563,25,41,822,0,C_fire
116,22,29,202288,252548,612,25,40,831,0,C_fire
172,23,30,202087,253900,645,25,41,869,0,C_fire
207,24,32,202747,254695,711,25,41,882,0,C_fire
235,23,30,202628,255422,828,28,39,898,0,C_fire
295,23,32,203329,257241,891,28,40,919,0,C_fire
328,22,33,203638,258186,1032,29,40,926,0,C_fire
388,24,33,203797,259858,1124,29,40,937,0,C_fire
427,23,31,204345,261383,1251,31,42,1004,0,C_fire
480,24,32,204556,262949,1405,30,41,1025,0,C_fire
560,25,34,205094,264839,1554,32,41,1036,0,C_fire
623,25,34,205594,267502,1714,33,40,1070,0,C_fire
670,27,33,206126,268842,1819,32,41,1091,0,C_fire
736,27,35,206534,270809,1977,33,42,1131,1,C_fire
810,27,35,207106,273819,2231,36,43,1166,1,C_fire
874,26,35,207772,275634,2369,35,41,1210,1,C_fire
956,26,35,208137,277574,2562,36,41,1257,1,C_fire
1020,27,38,208835,280208,2701,38,41,1292,1,C_fire
1107,27,37,209535,282609,2889,40,43,1320,1,C_fire
1154,28,37,210005,284482,3049,39,42,1334,1,C_fire
1248,30,37,210288,285649,3165,41,43,1389,1,C_fire
1331,31,39,211196,288850,3396,43,43,1413,1,C_fire
1443,30,39,211964,291679,3605,44,42,1481,1,C_fire
1509,32,39,212216,292907,3771,43,44,1489,1,C_fire
1567,30,41,212817,294992,3888,44,43,1509,1,C_fire
1605,33,40,212963,296986,4052,44,42,1565,1,C_fire
1673,31,42,213291,298608,4159,47,45,1583,1,C_fire
1762,33,41,214408,301538,4434,47,45,1640,1,C_fire
1868,32,41,214733,303481,4543,48,43,1647,1,C_fire
1946,34,42,215147,305928,4718,49,45,1713,1,C_fire
1992,35,44,215663,307334,4858,50,44,1742,1,C_fire
2105,33,44,215995,309234,5008,50,44,1763,1,C_fire
2111,35,45,216837,310471,5117,51,45,1787,1,C_fire
2177,36,45,217143,311959,5252,51,45,1779,1,C_fire
2186,36,44,216771,311930,5198,52,44,1806,1,C_fire
2291,36,44,217371,314543,5408,54,44,1829,1,C_fire
2324,36,46,217465,314632,5411,53,45,1849,1,C_fire
2358,35,45,218081,316149,5543,55,45,1857,1,C_fire
2437,36,45,218068,317031,5629,55,45,1877,1,C_fire
2441,35,46,218779,318781,5785,56,46,1900,1,C_fire
2443,36,46,218498,318495,5744,55,45,1886,1,C_fire
2481,36,47,218724,318646,5751,55,46,1896,1,C_fire
2428,36,45,218528,317796,5661,55,45,1892,1,C_fire
55,23,30,201499,251029,450,26,41,832,0,A_fire
72,22,30,201578,251000,458,25,41,814,0,A_fire
55,21,30,201550,251000,461,25,40,829,0,A_fire
87,23,31,201493,251051,471,25,39,812,0,A_fire
69,23,31,201481,251190,450,25,40,824,0,A_fire
89,23,29,201583,251019,450,25,41,815,0,A_fire
105,21,31,201741,251850,507,25,39,817,0,A_fire
84,21,30,201616,251822,537,25,41,815,0,A_fire
124,23,31,201971,252549,579,27,39,832,0,A_fire
140,23,32,202025,253461,667,27,41,856,0,A_fire
206,24,30,202152,255029,773,27,41,863,0,A_fire
269,23,31,202402,255963,887,26,41,883,0,A_fire
321,23,31,202571,257168,993,28,41,879,0,A_fire
357,23,31,202993,259024,1100,29,40,897,0,A_fire
431,23,32,203471,260590,1238,30,41,916,0,A_fire
444,25,32,203581,261784,1342,30,40,932,0,A_fire
532,25,33,204375,264146,1539,31,40,981,0,A_fire
600,26,34,204515,266739,1715,33,42,996,0,A_fire
720,24,34,204782,268257,1856,32,40,1007,0,A_fire
733,27,34,205379,270054,2002,34,41,1037,0,A_fire
813,27,35,205761,271729,2164,34,42,1053,0,A_fire
900,27,35,206437,274964,2364,35,41,1086,0,A_fire
998,27,37,206858,277497,2586,37,41,1104,0,A_fire
1071,27,37,207422,279529,2788,38,41,1135,0,A_fire
1159,27,38,207956,281166,2946,39,42,1175,0,A_fire
1208,28,37,208372,283841,3135,41,41,1204,0,A_fire
1326,30,39,208965,286921,3419,42,43,1243,1,A_fire
1464,31,39,209258,289083,3562,42,43,1261,1,A_fire
1526,31,40,209857,292797,3871,42,42,1317,1,A_fire
1590,30,40,210169,293156,3920,44,41,1322,1,A_fire
1699,31,41,210496,295477,4076,46,41,1351,1,A_fire
1791,33,42,211510,299305,4363,45,44,1362,1,A_fire
1896,31,43,211744,300337,4498,47,42,1381,1,A_fire
1974,33,41,212155,302801,4694,49,44,1436,1,A_fire
2037,32,44,212654,305797,4900,49,43,1461,1,A_fire
2201,34,42,213438,308522,5162,50,43,1474,1,A_fire
2267,35,45,213802,310850,5311,51,43,1516,1,A_fire
2284,34,43,213927,311339,5349,52,43,1525,1,A_fire
2417,36,43,214274,313517,5519,53,43,1536,1,A_fire
2452,35,45,214706,316040,5731,53,42,1573,1,A_fire
2462,34,44,214917,315656,5723,55,43,1577,1,A_fire
2547,37,46,215360,318064,5907,55,44,1581,1,A_fire
2679,35,45,215696,320434,6118,57,45,1649,1,A_fire
2741,36,45,216044,320921,6167,57,44,1618,1,A_fire
2743,35,47,215802,321395,6167,58,45,1637,1,A_fire
2857,37,46,216899,325000,6499,56,45,1684,1,A_fire
2796,38,47,216109,322408,6280,59,45,1647,1,A_fire
2958,38,47,217175,325000,6500,57,43,1698,1,A_fire
2922,38,47,217171,325000,6500,57,43,1708,1,A_fire
2865,38,46,216393,324389,6441,59,45,1679,1,A_fire
51,22,31,201789,250892,453,26,42,802,0,normal
50,24,31,201761,250911,447,26,42,805,0,normal
50,24,30,201613,251053,451,26,41,801,0,normal
49,23,31,201692,250895,450,26,41,810,0,normal
51,23,30,201607,250858,446,26,41,802,0,normal
50,23,31,201571,250996,450,26,40,808,0,normal
50,21,30,201638,250881,451,26,41,804,0,normal
51,22,31,201642,250956,444,26,40,802,0,normal
49,23,32,201541,251025,443,26,40,804,0,normal
50,22,31,201523,250886,439,27,41,806,0,normal
50,23,30,201374,251035,444,27,41,808,0,normal
51,22,30,201350,251050,443,26,40,798,0,normal
47,23,30,201518,250925,438,26,40,807,0,normal
51,21,30,201348,250839,446,26,41,798,0,normal
47,21,32,201313,250985,437,26,40,802,0,normal
49,22,32,201252,250909,438,27,41,806,0,normal
50,23,31,201237,251049,446,26,40,803,0,normal
50,22,31,201265,250975,436,26,40,793,0,normal
48,23,30,201187,250961,447,26,41,802,0,normal
48,23,32,201178,250958,439,27,41,794,0,normal
51,21,30,201141,251019,443,26,41,793,0,normal
48,21,32,201262,251092,437,26,40,793,0,normal
51,22,30,201245,251032,436,26,40,797,0,normal
47,22,32,201107,250992,442,26,40,794,0,normal
51,22,30,201208,251061,445,27,40,800,0,normal
51,22,32,201189,250905,434,26,41,798,0,normal
51,21,30,201330,251127,439,26,40,793,0,normal
47,20,32,201069,251032,443,26,39,794,0,normal
47,21,32,201136,251087,441,26,39,799,0,normal
49,21,31,201298,251134,441,26,39,804,0,normal
51,22,31,201191,250996,440,27,40,794,0,normal
51,22,30,201027,251052,446,27,39,801,0,normal
50,21,32,201237,251083,445,27,40,803,0,normal
49,20,31,201049,251211,439,27,39,796,0,normal
50,21,30,201105,251137,447,26,40,798,0,normal
48,21,30,201180,251044,442,27,39,804,0,normal
49,22,31,201169,251214,442,26,39,803,0,normal
51,22,32,200996,251116,437,26,39,807,0,normal
49,20,32,201226,251154,446,26,40,799,0,normal
50,22,30,201229,251134,442,26,39,800,0,normal
51,20,31,201212,251264,440,26,40,809,0,normal
49,20,30,201044,251345,451,26,39,801,0,normal
52,21,31,201208,251138,440,26,39,804,0,normal
51,22,31,201185,251257,449,27,40,799,0,normal
50,21,31,201209,251299,447,27,39,803,0,normal
49,21,32,201035,251207,449,26,40,802,0,normal
52,22,30,201165,251310,448,27,39,812,0,normal
51,21,32,201173,251280,442,27,39,813,0,normal
52,20,32,201044,251413,452,27,39,811,0,normal
52,21,31,201274,251346,454,26,39,814,0,normal
77,21,31,201663,251000,465,25,41,820,0,A_fire
92,23,29,201585,251331,451,25,40,821,0,A_fire
55,23,30,201559,251000,480,25,40,805,0,A_fire
94,21,29,201583,251282,481,26,39,820,0,A_fire
61,21,29,201535,251455,476,25,41,805,0,A_fire
55,21,30,201646,251549,493,25,39,830,0,A_fire
58,23,31,201665,251622,504,26,40,807,0,A_fire
103,22,31,201537,252228,527,25,41,841,0,A_fire
125,22,30,201920,252920,620,27,39,853,0,A_fire
144,23,29,201972,253607,692,26,40,835,0,A_fire
170,24,31,202143,255047,785,25,39,853,0,A_fire
233,24,31,202558,256382,881,26,41,864,0,A_fire
311,23,31,202780,257632,966,27,40,873,0,A_fire
374,23,31,203197,258967,1122,29,39,893,0,A_fire
419,25,33,203387,260753,1246,28,41,937,0,A_fire
476,24,31,203863,262709,1404,30,40,962,0,A_fire
571,26,31,204258,265007,1539,30,42,973,0,A_fire
628,24,34,204664,266000,1676,31,40,979,0,A_fire
713,26,33,205015,268323,1861,31,42,1004,0,A_fire
808,27,34,205519,271224,2084,33,41,1044,0,A_fire
880,27,33,206011,273287,2238,34,41,1071,0,A_fire
977,27,34,206596,275824,2444,34,42,1090,0,A_fire
1060,28,35,207232,277845,2633,37,41,1144,0,A_fire
1117,27,36,207628,280043,2830,37,41,1162,0,A_fire
1256,30,36,208206,283629,3100,38,43,1201,0,A_fire
1304,30,35,208689,285310,3243,40,41,1211,0,A_fire
1439,29,37,209000,287964,3500,41,41,1249,1,A_fire
1525,29,36,209404,290382,3615,40,43,1266,1,A_fire
1612,30,39,210155,293730,3908,41,43,1305,1,A_fire
1734,30,39,210935,295809,4121,42,41,1344,1,A_fire
1857,32,38,211282,298852,4334,45,43,1392,1,A_fire
1884,33,40,211638,299819,4442,43,42,1375,1,A_fire
1988,34,41,212133,302425,4637,45,42,1396,1,A_fire
2044,34,40,212492,304867,4827,47,43,1456,1,A_fire
2178,33,41,213030,307723,5094,47,42,1483,1,A_fire
2277,35,40,213525,309692,5255,48,43,1511,1,A_fire
2420,35,42,214257,312141,5461,49,43,1543,1,A_fire
2467,36,41,214378,313254,5535,49,44,1543,1,A_fire
2567,35,42,215055,317272,5804,51,42,1573,1,A_fire
2543,35,43,214820,316550,5770,50,42,1593,1,A_fire
2655,35,42,215426,319448,6009,52,44,1599,1,A_fire
2789,38,42,216287,321942,6240,54,44,1660,1,A_fire
2811,36,42,216543,323269,6372,52,43,1674,1,A_fire
2809,36,44,216672,323879,6370,53,44,1676,1,A_fire
2855,38,45,216477,324139,6414,53,45,1685,1,A_fire
2853,39,43,216826,324251,6449,55,44,1660,1,A_fire
2825,38,45,216642,324683,6440,54,43,1664,1,A_fire
2974,38,45,217397,325000,6500,55,45,1710,1,A_fire
2913,37,43,217170,325000,6500,56,45,1705,1,A_fire
2918,38,43,217360,325000,6500,54,44,1708,1,A_fire
76,23,30,201908,251387,456,25,41,826,0,C_fire
84,23,30,201781,251242,453,25,39,821,0,C_fire
100,21,31,201774,251198,458,25,41,813,0,C_fire
55,23,30,201763,251643,482,25,39,836,0,C_fire
62,21,29,201693,251625,481,25,40,811,0,C_fire
101,23,31,201545,251597,478,25,41,822,0,C_fire
112,21,30,201801,252040,522,25,41,835,0,C_fire
102,21,30,202016,251838,564,26,39,844,0,C_fire
106,23,30,202001,252735,595,27,40,860,0,C_fire
155,22,31,202255,253305,649,26,41,862,0,C_fire
169,22,32,202513,254760,755,26,39,856,0,C_fire
230,22,30,202958,255855,825,27,39,882,0,C_fire
294,22,32,202987,257091,952,26,39,921,0,C_fire
303,22,31,203577,258837,1073,29,40,946,0,C_fire
341,24,31,204108,259854,1165,28,40,983,0,C_fire
441,24,32,204612,261850,1291,29,42,972,0,C_fire
490,23,32,204622,263988,1435,30,42,1002,0,C_fire
538,23,33,205302,265501,1567,32,42,1067,0,C_fire
596,24,32,205765,266827,1710,31,41,1058,0,C_fire
671,24,32,206394,269043,1904,31,40,1095,0,C_fire
732,25,33,206807,271896,2079,32,42,1149,1,C_fire
800,26,35,207461,273226,2191,33,43,1186,1,C_fire
891,27,35,207738,275242,2356,34,42,1212,1,C_fire
962,26,36,208741,278889,2621,34,42,1248,1,C_fire
1079,28,34,209314,280741,2812,35,41,1296,1,C_fire
1146,26,36,209815,282880,2942,38,42,1317,1,C_fire
1190,27,36,210048,284200,3083,38,43,1335,1,C_fire
1278,28,37,210832,287314,3303,39,44,1387,1,C_fire
1351,29,36,211347,289213,3467,39,42,1437,1,C_fire
1510,28,38,211716,292385,3662,40,43,1490,1,C_fire
1542,29,37,212654,294270,3848,42,43,1500,1,C_fire
1649,28,38,213093,295966,3992,42,43,1532,1,C_fire
1707,29,38,213283,298080,4135,42,43,1558,1,C_fire
1805,31,40,214102,300214,4340,44,43,1601,1,C_fire
1865,30,41,214396,302338,4506,44,45,1665,1,C_fire
1896,30,40,214866,304363,4605,45,45,1663,1,C_fire
2094,30,40,216012,308244,4918,46,45,1740,1,C_fire
2112,32,41,216029,308603,4904,48,43,1726,1,C_fire
2199,31,42,216956,311365,5150,48,44,1796,1,C_fire
2220,32,42,216628,311726,5177,50,45,1782,1,C_fire
2246,32,41,217082,312552,5258,48,45,1809,1,C_fire
2397,31,43,217881,316039,5533,49,45,1855,1,C_fire
2395,33,41,218114,317428,5619,49,44,1862,1,C_fire
2406,33,43,218143,317948,5663,50,44,1900,1,C_fire
2449,34,42,218519,317853,5691,52,45,1899,1,C_fire
2462,33,43,218416,318642,5717,51,46,1900,1,C_fire
2394,34,44,218594,318514,5696,51,46,1900,1,C_fire
2466,32,44,219185,319891,5871,53,44,1900,1,C_fire
2432,33,43,218840,319445,5796,51,45,1896,1,C_fire
2532,33,43,219418,321702,6013,51,44,1900,1,C_fire
68,21,30,201444,251000,485,25,41,807,0,B_fire
93,21,31,201699,251242,464,25,41,805,0,B_fire
55,23,30,201435,251381,472,26,39,814,0,B_fire
69,22,29,201679,251195,451,25,40,819,0,B_fire
55,22,31,201655,251446,469,26,40,827,0,B_fire
88,21,29,201822,251000,486,25,39,805,0,B_fire
58,21,29,201638,251845,495,26,39,805,0,B_fire
75,23,29,201629,252301,539,26,41,808,0,B_fire
130,21,29,201967,252404,572,25,39,827,0,B_fire
140,24,30,201967,253646,653,25,40,843,0,B_fire
169,24,31,202215,254574,724,27,39,829,0,B_fire
223,23,30,202670,255547,801,26,41,846,0,B_fire
215,24,32,202601,256283,851,27,42,868,0,B_fire
262,23,31,203057,258023,933,28,42,896,0,B_fire
316,23,31,203508,258861,1075,29,40,904,0,B_fire
388,26,33,203508,260932,1201,28,41,915,0,B_fire
416,26,34,204197,262360,1313,28,41,962,0,B_fire
464,24,35,204534,263951,1443,30,43,949,0,B_fire
504,25,34,204705,265680,1540,32,41,969,0,B_fire
596,25,36,204857,267757,1669,31,42,1009,0,B_fire
635,27,34,205645,269611,1828,31,42,1045,0,B_fire
689,27,35,206169,271816,1970,33,42,1055,0,B_fire
796,27,35,206626,274211,2129,33,44,1096,0,B_fire
813,28,38,206920,276042,2289,35,44,1081,0,B_fire
889,28,37,207328,278368,2442,36,44,1127,0,B_fire
946,30,39,207924,280094,2584,35,44,1132,0,B_fire
1002,30,39,208090,281694,2688,37,44,1154,1,B_fire
1095,31,38,208813,284335,2909,38,45,1182,1,B_fire
1145,31,39,208907,285675,3016,38,43,1206,1,B_fire
1254,32,42,209575,288200,3192,39,46,1230,1,B_fire
1308,31,42,210265,290795,3378,39,46,1274,1,B_fire
1398,32,42,210626,293148,3515,40,44,1284,1,B_fire
1467,33,42,210942,294794,3663,42,45,1316,1,B_fire
1522,33,44,211208,297201,3788,43,45,1333,1,B_fire
1628,35,44,211871,299471,3991,44,47,1387,1,B_fire
1691,34,44,212314,301769,4153,44,47,1391,1,B_fire
1700,36,44,212471,301530,4165,44,45,1419,1,B_fire
1796,35,44,212839,304730,4359,45,48,1419,1,B_fire
1813,35,45,212873,304709,4338,45,46,1427,1,B_fire
1830,36,47,213390,305855,4457,47,48,1450,1,B_fire
1871,38,47,213369,307396,4585,46,47,1486,1,B_fire
1965,37,48,214031,310157,4775,46,46,1515,1,B_fire
2022,38,48,214719,312267,4930,46,46,1543,1,B_fire
2025,39,46,214711,312398,4896,48,48,1509,1,B_fire
2025,37,46,214700,312864,4938,47,48,1528,1,B_fire
2098,40,47,215110,315325,5132,47,49,1560,1,B_fire
2116,40,48,215141,315106,5142,50,49,1556,1,B_fire
2055,39,49,214955,314477,5048,48,47,1530,1,B_fire
2077,39,49,214832,314390,5084,50,49,1567,1,B_fire
2093,39,49,214881,314560,5057,50,49,1541,1,B_fire
75,21,30,201489,251549,476,25,40,822,0,K_fire
73,23,32,201541,251137,486,25,39,805,0,K_fire
96,23,30,201501,251068,475,25,40,818,0,K_fire
65,22,32,201709,251529,453,25,40,805,0,K_fire
68,21,30,201877,251441,450,25,40,833,0,K_fire
57,22,32,201609,251447,480,25,39,833,0,K_fire
70,22,30,201994,251806,522,25,40,819,0,K_fire
118,22,30,201798,252303,548,25,39,828,0,K_fire
120,23,32,202021,252932,617,27,40,862,0,K_fire
137,21,33,202475,253902,692,25,39,846,0,K_fire
232,22,31,202655,255024,768,26,40,880,0,K_fire
272,22,32,202843,255670,836,28,41,884,0,K_fire
265,24,32,203014,257405,964,29,39,916,0,K_fire
342,23,34,203606,259171,1077,28,39,943,0,K_fire
404,24,34,204244,260911,1252,29,39,968,0,K_fire
430,24,34,204397,262791,1332,31,39,973,0,K_fire
531,23,35,205094,264401,1496,31,40,1020,0,K_fire
602,24,35,205466,266586,1689,33,41,1038,0,K_fire
661,25,35,205806,268453,1836,33,40,1061,0,K_fire
719,25,35,206487,270344,1983,34,42,1078,0,K_fire
816,25,35,207339,273532,2201,35,40,1109,0,K_fire
846,25,36,207352,275003,2317,36,41,1143,0,K_fire
935,25,37,208290,277757,2544,36,40,1180,0,K_fire
1093,26,36,209006,280802,2759,37,41,1232,1,K_fire
1096,26,37,209164,281657,2860,40,41,1230,1,K_fire
1261,26,38,210204,285984,3172,41,41,1302,1,K_fire
1295,28,38,210402,287129,3322,40,42,1319,1,K_fire
1407,27,40,210985,289358,3487,43,41,1350,1,K_fire
1463,29,39,211560,291405,3655,44,42,1401,1,K_fire
1540,29,41,212124,294388,3861,43,41,1404,1,K_fire
1617,30,42,213029,297100,4038,45,41,1443,1,K_fire
1796,31,40,213827,300969,4364,46,43,1491,1,K_fire
1818,30,41,214097,302466,4450,46,42,1534,1,K_fire
1930,32,41,214607,304508,4633,48,41,1548,1,K_fire
1972,31,42,215004,306307,4795,49,42,1580,1,K_fire
2109,31,44,216052,309742,5038,51,43,1607,1,K_fire
2172,33,44,216670,311057,5152,51,43,1657,1,K_fire
2273,31,44,217292,314030,5402,51,43,1707,1,K_fire
2297,33,44,217305,314050,5357,54,43,1683,1,K_fire
2302,33,44,217521,315617,5465,53,43,1723,1,K_fire
2396,33,46,218111,317936,5698,54,42,1742,1,K_fire
2491,34,47,218617,319555,5799,56,43,1749,1,K_fire
2554,32,46,219172,322482,6030,57,44,1819,1,K_fire
2524,33,45,218825,320753,5926,55,44,1798,1,K_fire
2582,34,45,219149,322927,6098,58,43,1837,1,K_fire
2622,35,46,219436,324032,6205,56,42,1843,1,K_fire
2685,33,47,219500,325000,6318,58,43,1874,1,K_fire
2660,33,48,219500,325000,6322,57,43,1850,1,K_fire
2645,34,48,219500,325000,6286,58,42,1839,1,K_fire
2590,35,46,219500,325000,6236,57,44,1833,1,K_fire
55,21,32,201704,251220,466,25,41,838,0,K_fire
60,23,31,201446,251245,450,26,40,810,0,K_fire
83,22,30,201862,251464,468,25,40,811,0,K_fire
78,21,30,201604,251006,460,26,41,822,0,K_fire
91,21,32,201710,251336,489,25,39,809,0,K_fire
62,22,30,201897,251590,473,25,41,832,0,K_fire
124,21,31,201855,252004,528,26,39,837,0,K_fire
91,21,32,201922,252558,534,26,40,823,0,K_fire
109,22,30,201996,252685,589,25,39,847,0,K_fire
143,23,33,202363,254234,682,27,39,865,0,K_fire
174,22,31,202387,255360,747,27,40,853,0,K_fire
250,24,32,203109,256703,867,26,39,892,0,K_fire
325,24,32,203490,257490,970,27,39,919,0,K_fire
335,24,34,203697,259592,1114,28,39,927,0,K_fire
404,24,32,203794,260708,1212,29,39,956,0,K_fire
458,25,34,204702,263026,1360,31,40,998,0,K_fire
562,23,35,205083,264725,1554,30,40,990,0,K_fire
584,24,34,205463,266439,1668,33,41,1036,0,K_fire
709,24,36,206030,268867,1880,32,42,1082,0,K_fire
729,26,34,206739,271175,2044,35,41,1110,0,K_fire
828,25,37,207153,273344,2225,34,40,1138,0,K_fire
918,25,37,207588,276272,2413,36,41,1165,0,K_fire
1018,26,36,208376,278459,2622,38,42,1193,0,K_fire
1118,26,39,209294,281363,2828,37,40,1230,1,K_fire
1183,26,37,209554,283371,3020,38,42,1283,1,K_fire
1309,27,40,209990,285758,3173,39,41,1292,1,K_fire
1379,27,40,211024,289006,3380,41,42,1346,1,K_fire
1455,28,39,211619,290816,3556,42,43,1356,1,K_fire
1544,30,39,212144,293752,3754,44,43,1415,1,K_fire
1638,30,40,212790,295695,3953,45,42,1437,1,K_fire
1703,29,40,213112,297492,4122,45,43,1467,1,K_fire
1836,29,42,214400,301955,4464,46,43,1541,1,K_fire
1945,32,42,214524,303553,4610,47,42,1563,1,K_fire
2002,32,43,214862,306095,4716,50,42,1580,1,K_fire
2042,32,43,215744,307794,4884,49,41,1607,1,K_fire
2193,32,44,216422,310625,5135,50,41,1644,1,K_fire
2212,32,44,216520,312118,5236,53,42,1683,1,K_fire
2269,33,45,216927,313286,5314,53,41,1695,1,K_fire
2396,34,46,217904,317746,5658,53,44,1751,1,K_fire
2355,33,45,217951,318183,5686,54,42,1744,1,K_fire
2407,35,45,218359,319128,5767,54,42,1749,1,K_fire
2445,35,46,218776,320868,5900,57,44,1791,1,K_fire
2487,33,48,219203,321876,6020,56,42,1811,1,K_fire
2556,34,48,219401,322871,6083,57,43,1814,1,K_fire
2581,34,47,219500,323652,6145,58,43,1827,1,K_fire
2621,34,48,219500,325000,6302,57,44,1858,1,K_fire
2603,34,48,219500,325000,6415,58,43,1852,1,K_fire
2630,35,48,219500,325000,6383,59,42,1865,1,K_fire
2714,36,49,219500,325000,6500,60,43,1900,1,K_fire
2614,36,49,219500,325000,6443,60,43,1872,1,K_fire
55,23,30,201495,251083,465,26,41,825,0,B_fire
87,23,29,201664,251187,466,25,39,826,0,B_fire
89,22,31,201711,251210,489,25,40,817,0,B_fire
58,21,31,201465,251321,489,25,40,821,0,B_fire
97,21,31,201678,251071,470,26,39,807,0,B_fire
81,22,30,201817,251169,487,25,41,815,0,B_fire
104,21,29,201688,251693,506,25,39,828,0,B_fire
88,23,30,201589,251955,541,25,39,812,0,B_fire
101,21,29,201762,252793,592,27,41,836,0,B_fire
155,22,32,201966,253748,645,25,39,853,0,B_fire
161,23,31,202402,254189,727,25,40,848,0,B_fire
180,22,31,202528,255375,796,26,42,871,0,B_fire
264,23,31,202927,257110,869,28,40,861,0,B_fire
286,24,31,203066,258352,986,29,40,909,0,B_fire
344,24,32,203610,259281,1106,28,41,926,0,B_fire
372,24,33,203917,261374,1171,28,41,937,0,B_fire
443,26,32,204113,262336,1311,30,40,949,0,B_fire
496,27,33,204600,264420,1454,31,42,978,0,B_fire
535,26,33,204852,265950,1559,32,41,986,0,B_fire
599,27,35,205455,268161,1751,31,43,1020,0,B_fire
686,27,37,205500,270252,1856,31,43,1041,0,B_fire
709,29,37,206152,272300,2003,34,43,1054,0,B_fire
831,28,37,206768,274682,2186,34,42,1096,0,B_fire
864,28,38,206949,276234,2295,36,42,1122,0,B_fire
937,29,38,207271,279084,2489,35,44,1129,0,B_fire
1003,30,38,208091,281131,2647,37,45,1173,1,B_fire
1068,30,40,208236,282552,2798,36,44,1178,1,B_fire
1160,32,41,208916,285323,2961,37,44,1195,1,B_fire
1228,32,41,208913,286536,3080,38,45,1243,1,B_fire
1315,32,40,209930,290382,3318,39,44,1284,1,B_fire
1379,32,42,210496,292293,3479,41,45,1281,1,B_fire
